type,date,data
s,1999-11-01,24.4375,25.8125,19.4375,20.125,8.940769,8807300
s,1999-12-01,20.5,20.625,14.0625,17.25,7.663518,8516400
s,2000-01-01,17.125,17.1875,14.1875,15.4375,6.858294,2457400
p,2000-01-23,Royal Rumble
s,2000-02-01,15.625,17.875,9.75,13.0,5.775405,17546400
p,2000-02-27,No Way Out
s,2000-03-01,14.375,19.6875,12.25,17.734375,7.878705,8181400
s,2000-04-01,18.0,18.5,13.125,17.0625,7.580217,3789200
p,2000-04-02,WrestleMania 2000 (16)
p,2000-04-30,Backlash
s,2000-05-01,17.125,18.5,16.25,16.375,7.274787,1615500
p,2000-05-21,Judgment Day
s,2000-06-01,16.9375,21.0625,16.0625,20.8125,9.246199,2949600
p,2000-06-25,King of the Ring
s,2000-07-01,20.4375,22.25,19.6875,21.25,9.440568,1921500
p,2000-07-23,Fully Loaded
s,2000-08-01,21.25,21.6875,18.375,21.375,9.496101,1973800
p,2000-08-27,SummerSlam
s,2000-09-01,21.375,22.5,14.0625,15.1875,6.747225,2872800
p,2000-09-24,Unforgiven
s,2000-10-01,15.6875,15.75,14.25,15.125,6.719461,2482800
p,2000-10-22,No Mercy
s,2000-11-01,15.0625,16.25,13.0,13.5625,6.025301,1121700
p,2000-11-19,Survivor Series
s,2000-12-01,13.6875,16.1875,12.75,16.0,7.108188,1618000
p,2000-12-10,Armageddon
s,2001-01-01,16.0625,22.0,15.5,21.59,9.591611,3215300
p,2001-01-21,Royal Rumble
s,2001-02-01,21.59,21.59,13.5,13.8,6.130812,4157500
p,2001-02-25,No Way Out
s,2001-03-01,13.55,14.7,11.51,13.36,5.93534,2646000
p,2001-04-01,WrestleMania 17
p,2001-04-29,Backlash
s,2001-05-01,13.45,14.74,12.0,12.21,5.424438,1290800
p,2001-05-21,Judgement Day
s,2001-06-01,12.21,13.95,12.06,13.8,6.130812,1044900
p,2001-06-24,King of the Ring
s,2001-07-01,13.8,15.5,10.5,10.5,4.66475,1342200
p,2001-07-22,Invasion
s,2001-08-01,11.1,12.67,10.77,11.3,5.020158,2216400
p,2001-08-19,SummerSlam
s,2001-09-01,11.4,13.2,10.31,13.2,5.864258,1957700
p,2001-09-23,Unforgiven
s,2001-10-01,13.0,13.01,10.6,11.27,5.006833,1984200
p,2001-10-21,No Mercy
s,2001-11-01,11.17,13.0,10.76,12.85,5.708767,1347100
p,2001-11-18,Survivor Series
s,2001-12-01,12.75,13.67,11.82,13.15,5.842043,827800
p,2001-12-09,Vengeance
s,2002-01-01,13.2,14.46,12.95,14.27,6.339619,782700
p,2002-01-20,Royal Rumble
s,2002-02-01,14.22,14.28,12.81,13.55,6.01975,476500
p,2002-02-17,No Way Out
s,2002-03-01,13.65,15.83,13.25,14.6,6.486222,934500
p,2002-03-17,WrestleMania 18
s,2002-04-01,14.7,15.59,13.55,14.45,6.419584,582700
p,2002-04-21,Backlash
s,2002-05-01,14.4,15.3,14.01,14.65,6.508435,516100
p,2002-05-19,Judgment Day
s,2002-06-01,14.55,14.79,13.0,14.6,6.486222,1088100
p,2002-06-23,King of the Ring
s,2002-07-01,14.58,14.58,8.49,10.15,4.509258,2590800
p,2002-07-21,Vengeance
s,2002-08-01,10.22,10.4,9.6,9.7,4.309339,1841600
p,2002-08-25,SummerSlam
s,2002-09-01,9.65,9.9,8.18,8.37,3.718471,534300
p,2002-09-22,Unforgiven
s,2002-10-01,8.38,8.87,6.76,7.92,3.518553,964800
p,2002-10-20,No Mercy
s,2002-11-01,7.85,9.02,7.75,8.7,3.865077,699800
p,2002-11-17,Survivor Series
s,2002-12-01,8.65,8.99,7.6,8.05,3.576309,503300
p,2002-12-15,Armageddon
s,2003-01-01,8.01,8.6,7.95,8.09,3.594079,507900
p,2003-01-19,Royal Rumble
s,2003-02-01,8.19,8.37,7.85,8.3,3.687374,355400
p,2003-02-23,No Way Out
s,2003-03-01,8.35,8.45,7.59,7.66,3.403045,989100
p,2003-03-30,WrestleMania 19
s,2003-04-01,7.61,9.2,7.43,9.08,4.033898,483400
p,2003-04-27,Backlash
s,2003-05-01,9.04,10.3,8.85,10.18,4.522586,278500
p,2003-05-18,Judgment Day
s,2003-06-01,10.15,11.07,9.1,10.29,4.571455,459600
p,2003-06-15,Bad Blood
s,2003-07-01,10.19,10.5,9.1,9.81,4.375117,583200
p,2003-07-27,Vengeance
s,2003-08-01,9.81,10.41,9.15,10.1,4.504452,301200
p,2003-08-24,SummerSlam
s,2003-09-01,10.1,10.85,9.9,10.02,4.468774,491100
p,2003-09-21,Unforgiven
s,2003-10-01,10.02,11.25,10.02,11.19,5.01058,231900
p,2003-10-19,No Mercy
s,2003-11-01,11.24,11.9,10.8,11.52,5.158345,353800
p,2003-11-16,Survivor Series
s,2003-12-01,11.58,13.83,10.88,13.1,5.865828,456000
p,2003-12-14,Armageddon
s,2004-01-01,13.11,14.15,13.0,13.31,5.978397,440400
p,2004-01-25,Royal Rumble
s,2004-02-01,13.23,13.84,12.4,13.55,6.086197,423200
p,2004-02-15,No Way Out
s,2004-03-01,13.59,14.48,12.35,14.45,6.490444,422800
p,2004-03-14,WrestleMania 20
s,2004-04-01,14.4,15.44,13.72,13.76,6.199096,526300
p,2004-04-18,Backlash
s,2004-05-01,13.84,13.9,11.5,12.14,5.469259,2967200
p,2004-05-16,Judgment Day
s,2004-06-01,12.14,13.59,12.1,12.75,5.744072,3531700
p,2004-06-13,Bad Blood
p,2004-06-27,Great American Bash
s,2004-07-01,12.7,13.2,12.13,12.71,5.752261,1096800
p,2004-07-11,Vengeance
s,2004-08-01,12.65,12.85,11.15,12.01,5.435456,969000
p,2004-08-15,SummerSlam
s,2004-09-01,11.96,12.48,11.65,12.22,5.530496,1122100
p,2004-09-12,Unforgiven
s,2004-10-01,12.24,12.94,11.8,12.4,5.640044,1223300
p,2004-10-03,No Mercy
p,2004-10-19,Taboo Tuesday
s,2004-11-01,12.45,13.47,11.4,12.0,5.458107,4045000
p,2004-11-14,Survivor Series
s,2004-12-01,11.92,12.28,11.26,12.13,5.517236,5546300
p,2004-12-12,Armageddon
s,2005-01-01,12.13,12.75,11.71,12.6,5.789345,2571000
p,2005-01-09,New Year’s Revolution
p,2005-01-30,Royal Rumble
s,2005-02-01,12.55,12.95,11.46,12.66,5.816913,2011700
p,2005-02-20,No Way Out
s,2005-03-01,12.74,12.94,11.57,12.0,5.513659,1788900
s,2005-04-01,12.0,12.22,10.45,10.69,4.961746,1871500
p,2005-04-03,WrestleMania 21
p,2005-05-01,Backlash
p,2005-05-22,Judgment Day
s,2005-06-01,10.81,11.9,9.98,11.42,5.300572,2139200
p,2005-06-12,ECW One Night Stand
p,2005-06-26,Vengeance
s,2005-07-01,11.28,12.46,11.28,12.29,5.77318,1858900
p,2005-07-24,Great American Bash
s,2005-08-01,12.24,12.63,11.84,12.63,5.932894,1382600
p,2005-08-21,SummerSlam
s,2005-09-01,12.56,13.8,12.2,13.0,6.106697,2244100
p,2005-09-18,Unforgiven
s,2005-10-01,12.9,13.18,12.2,12.75,6.04603,1559700
p,2005-10-09,No Mercy
p,2005-11-01,Taboo Tuesday
p,2005-11-27,Survivor Series
s,2005-12-01,13.81,14.98,13.81,14.68,6.961234,4135000
p,2005-12-18,Armageddon
s,2006-01-01,14.78,15.9,14.56,14.65,7.064589,2929400
p,2006-01-08,New Year’s Revolution
p,2006-01-29,Royal Rumble
s,2006-02-01,14.6,15.49,14.22,14.95,7.209253,1649900
p,2006-02-19,No Way Out
s,2006-03-01,15.0,17.08,14.91,16.9,8.149596,4960300
s,2006-04-01,16.9,17.6,16.3,17.34,8.481872,4856900
p,2006-04-02,WrestleMania 22
p,2006-04-30,Backlash
s,2006-05-01,17.34,18.46,17.11,17.85,8.731335,3925800
p,2006-05-21,Judgment Day
s,2006-06-01,17.85,18.54,15.51,16.89,8.261753,6297200
p,2006-06-11,ECW One Night Stand
p,2006-06-25,Vengeance
s,2006-07-01,16.95,17.57,15.89,16.32,8.102011,2416200
p,2006-07-23,Great American Bash
s,2006-08-01,16.22,17.5,15.35,17.28,8.578599,4266100
p,2006-08-20,SummerSlam
s,2006-09-01,17.03,17.48,16.28,16.43,8.156622,3939300
p,2006-09-17,Unforgiven
s,2006-10-01,16.47,17.6,16.04,16.67,8.396068,2645700
p,2006-10-08,No Mercy
s,2006-11-01,16.76,16.76,15.65,15.94,8.028394,2610900
p,2006-11-05,Cyber Sunday
p,2006-11-26,Survivor Series
s,2006-12-01,15.98,17.2,15.75,16.3,8.209714,4962700
p,2006-12-03,December to Dismember
p,2006-12-17,Armageddon
s,2007-01-01,16.32,16.66,15.84,16.08,8.215511,3254200
p,2007-01-07,New Year’s Revolution
p,2007-01-28,Royal Rumble
s,2007-02-01,16.09,16.5,15.8,15.9,8.123544,2804300
p,2007-02-18,No Way Out
s,2007-03-01,15.8,16.6,15.5,16.3,8.32791,5108000
p,2007-04-01,WrestleMania 23
p,2007-04-29,Backlash
s,2007-05-01,16.99,18.6,16.85,17.51,9.081919,4823300
p,2007-05-20,Judgment Day
s,2007-06-01,17.62,18.04,15.58,15.99,8.293541,4513700
p,2007-06-03,One Night Stand: Extreme Rules
p,2007-06-24,Vengeance: Night of Champions
s,2007-07-01,15.95,16.69,14.59,15.0,7.888869,4457800
p,2007-07-22,Great American Bash
s,2007-08-01,14.87,15.9,13.49,15.15,7.967756,7956500
p,2007-08-26,SummerSlam
s,2007-09-01,15.04,15.59,13.9,15.08,7.930943,5015500
p,2007-09-16,Unforgiven
s,2007-10-01,15.03,15.82,14.63,15.2,8.125555,3692800
p,2007-10-07,No Mercy
p,2007-10-28,Cyber Sunday
s,2007-11-01,15.3,15.82,14.4,15.76,8.424918,3335800
p,2007-11-18,Survivor Series
s,2007-12-01,15.84,15.84,13.95,14.76,7.89034,3094900
p,2007-12-16,Armageddon
s,2008-01-01,14.73,15.1,13.35,14.98,8.138425,3090400
p,2008-01-27,Royal Rumble
s,2008-02-01,15.0,18.09,14.97,17.7,9.61616,6459500
p,2008-02-17,No Way Out
s,2008-03-01,17.8,19.48,17.2,18.61,10.110554,9522900
p,2008-03-30,WrestleMania 24
s,2008-04-01,18.71,19.86,17.55,17.65,9.782928,8184900
p,2008-04-27,Backlash
s,2008-05-01,17.55,18.75,15.88,16.65,9.228658,13642300
p,2008-05-18,Judgment Day
p,2008-06-01,One Night Stand: Extreme Rules
p,2008-06-29,Night of Champions
s,2008-07-01,15.48,16.97,13.94,16.39,9.290231,7542300
p,2008-07-20,Great American Bash
s,2008-08-01,16.5,17.13,15.0,16.27,9.222212,6611700
p,2008-08-17,SummerSlam
s,2008-09-01,16.26,16.75,14.8,15.46,8.763087,7172800
p,2008-09-07,Unforgiven
s,2008-10-01,15.36,15.99,12.5,14.24,8.255357,7526500
p,2008-10-05,No Mercy
p,2008-10-26,Cyber Sunday
s,2008-11-01,14.16,14.3,8.76,11.63,6.74226,5403500
p,2008-11-23,Survivor Series
s,2008-12-01,11.5,12.5,10.2,11.08,6.42341,4826900
p,2008-12-14,Armageddon
s,2009-01-01,11.01,11.9,9.7,9.74,5.816252,4075600
p,2009-01-25,Royal Rumble
s,2009-02-01,9.55,10.25,8.98,9.7,5.792366,6118800
p,2009-02-15,No Way Out
s,2009-03-01,9.57,12.22,9.02,11.54,6.891124,5714400
s,2009-04-01,11.45,12.99,10.34,10.7,6.623039,4643900
p,2009-04-05,WrestleMania 25
p,2009-04-26,Backlash
s,2009-05-01,10.7,12.48,10.67,12.48,7.724817,3536400
p,2009-05-17,Judgment Day
s,2009-06-01,12.55,14.25,12.07,12.56,7.774337,4431200
p,2009-06-07,Extreme Rules
p,2009-06-28,The Bash
s,2009-07-01,12.79,13.72,11.93,13.13,8.341495,2690900
p,2009-07-26,Night of Champions
s,2009-08-01,13.32,15.25,13.15,14.26,9.059388,4015600
p,2009-08-23,SummerSlam
s,2009-09-01,14.3,14.66,13.67,14.01,8.900559,3333800
p,2009-09-13,Breaking Point
s,2009-10-01,13.98,14.4,13.2,13.28,8.651439,3513200
p,2009-10-04,Hell in a Cell
p,2009-10-25,Bragging Rights
s,2009-11-01,13.43,16.47,13.09,16.07,10.469019,4692900
p,2009-11-22,Survivor Series
s,2009-12-01,16.24,16.59,14.79,15.33,9.986939,4794400
p,2009-12-13,TLC: Tables Ladders & Chairs
s,2010-01-01,15.59,16.48,15.47,16.0,10.660763,3489300
p,2010-01-31,Royal Rumble
s,2010-02-01,16.17,17.17,15.8,17.05,11.360378,3888000
p,2010-02-21,Elimination Chamber
s,2010-03-01,17.13,18.11,17.0,17.3,11.526948,5918400
p,2010-03-28,WrestleMania 26
s,2010-04-01,17.31,18.95,17.0,18.25,12.407534,4155700
p,2010-04-25,Extreme Rules
s,2010-05-01,18.34,18.47,12.86,16.57,11.265361,6497000
p,2010-05-23,Over The Limit
s,2010-06-01,16.37,17.21,15.42,15.56,10.578693,4997000
p,2010-06-20,Fatal 4-Way
s,2010-07-01,15.6,16.51,15.01,16.04,11.145144,3284100
p,2010-07-18,Money in the Bank
s,2010-08-01,16.3,16.59,13.5,14.02,9.741576,6541700
p,2010-08-15,SummerSlam
s,2010-09-01,14.15,14.58,13.59,13.91,9.665146,5482100
p,2010-09-19,Night of Champions
s,2010-10-01,13.98,14.05,13.24,13.84,9.86031,4562400
p,2010-10-03,Hell in a Cell
p,2010-10-24,Bragging Rights
s,2010-11-01,13.93,14.14,13.51,14.02,9.988547,5401100
p,2010-11-21,Survivor Series
s,2010-12-01,14.18,14.9,13.88,14.24,10.145287,6493800
p,2010-12-19,TLC: Tables Ladders & Chairs
s,2011-01-01,14.38,14.39,11.5,12.05,8.798462,8892200
p,2011-01-30,Royal Rumble
s,2011-02-01,12.01,12.95,11.86,12.91,9.4264,6884400
p,2011-02-20,Elimination Chamber
s,2011-03-01,13.03,14.1,11.99,12.57,9.178144,9888000
s,2011-04-01,12.62,12.93,9.99,10.51,7.882982,10696300
p,2011-04-03,WrestleMania 27
p,2011-05-01,Extreme Rules
p,2011-05-22,Over the Limit
s,2011-06-01,10.34,10.4,8.88,9.53,7.147939,5807700
p,2011-06-19,Capitol Punishment
s,2011-07-01,9.49,10.33,9.45,10.07,7.650737,3656300
p,2011-07-17,Money in the Bank
s,2011-08-01,10.15,10.18,8.68,9.58,7.278457,6202100
p,2011-08-14,SummerSlam
s,2011-09-01,9.6,9.71,8.67,8.91,6.769421,4051200
p,2011-09-18,Night of Champions
s,2011-10-01,8.83,10.76,8.7,10.51,8.093057,3197600
p,2011-10-02,Hell in a Cell
p,2011-10-23,Vengeance
s,2011-11-01,10.23,10.7,9.06,9.62,7.407726,2737200
p,2011-11-20,Survivor Series
s,2011-12-01,9.57,10.8,9.15,9.32,7.176717,4068300
p,2011-12-18,TLC: Tables Ladders & Chairs
s,2012-01-01,9.42,9.89,9.29,9.49,7.394877,2370800
p,2012-01-29,Royal Rumble
s,2012-02-01,9.56,9.95,9.02,9.14,7.122149,3985900
p,2012-02-19,Elimination Chamber
s,2012-03-01,9.15,9.43,8.67,8.87,6.911755,5565000
p,2012-04-01,WrestleMania 28
p,2012-04-29,Extreme Rules
s,2012-05-01,7.86,9.04,7.77,7.88,6.223204,5478300
p,2012-05-20,Over The Limit
s,2012-06-01,7.77,8.03,7.44,7.82,6.17582,3586600
p,2012-06-17,No Way Out
s,2012-07-01,7.8,8.06,7.56,7.75,6.216046,2846200
p,2012-07-15,Money in the Bank
s,2012-08-01,7.77,8.96,7.54,8.88,7.122386,3688400
p,2012-08-19,SummerSlam
s,2012-09-01,8.82,8.96,8.04,8.05,6.456667,3240000
p,2012-09-16,Night of Champions
s,2012-10-01,8.07,8.49,7.97,8.09,6.580246,2765900
p,2012-10-28,Hell in a Cell
s,2012-11-01,8.12,8.88,7.5,8.07,6.563982,3283900
p,2012-11-18,Survivor Series
s,2012-12-01,8.1,8.15,7.67,7.89,6.417571,2943700
p,2012-12-16,TLC: Tables Ladders & Chairs
s,2013-01-01,7.99,8.66,7.91,8.56,7.066846,2583000
p,2013-01-27,Royal Rumble
s,2013-02-01,8.57,8.84,8.26,8.33,6.876965,1957900
p,2013-02-17,Elimination Chamber
s,2013-03-01,8.22,8.9,8.2,8.82,7.281493,2700400
s,2013-04-01,8.76,9.23,8.56,9.18,7.684937,2654400
p,2013-04-07,WrestleMania 29
s,2013-05-01,9.12,9.83,8.94,9.74,8.153735,3226100
p,2013-05-19,Extreme Rules
s,2013-06-01,9.75,10.33,9.55,10.31,8.630907,3915600
p,2013-06-16,Payback
s,2013-07-01,10.28,11.33,10.21,10.64,9.017694,2661200
p,2013-07-14,Money in the Bank
s,2013-08-01,10.64,10.7,9.65,9.77,8.280349,2969600
p,2013-08-18,SummerSlam
s,2013-09-01,9.85,10.39,9.62,10.17,8.619358,2689000
p,2013-09-15,Night of Champions
s,2013-10-01,10.22,13.14,10.15,12.95,11.103851,4102900
p,2013-10-06,Battleground
p,2013-10-27,Hell in a Cell
s,2013-11-01,12.91,15.41,12.57,15.31,13.127412,4029300
p,2013-11-24,Survivor Series
s,2013-12-01,15.3,16.94,13.97,16.58,14.216361,5392300
p,2013-12-15,TLC: Tables Ladders & Chairs
s,2014-01-01,16.55,24.82,15.31,24.19,20.913609,19311300
p,2014-01-26,Royal Rumble
s,2014-02-01,24.3,24.96,21.78,22.92,19.815624,20552600
p,2014-02-23,Elimination Chamber
s,2014-03-01,22.78,31.98,22.6,28.88,24.968376,35256600
s,2014-04-01,28.88,30.39,18.82,19.5,16.926725,41002200
p,2014-04-06,WrestleMania 30
s,2014-05-01,19.94,20.86,10.55,11.28,9.791465,93830600
p,2014-05-04,Extreme Rules
p,2014-06-01,Payback
p,2014-06-29,Money in the Bank
s,2014-07-01,11.96,13.4,11.4,12.48,10.949589,28949100
p,2014-07-20,Battleground
s,2014-08-01,12.53,15.0,12.3,14.54,12.756977,16736300
p,2014-08-17,SummerSlam
s,2014-09-01,14.58,15.88,13.38,13.77,12.081404,14251400
p,2014-09-21,Night of Champions
s,2014-10-01,13.77,14.68,12.07,12.35,10.924471,17412700
p,2014-10-26,Hell in a Cell
s,2014-11-01,12.35,13.68,11.41,11.51,10.181431,14984300
p,2014-11-23,Survivor Series
s,2014-12-01,11.53,12.73,10.76,12.34,10.915626,13048200
p,2014-12-14,TLC: Tables Ladders Chairs…and Stairs
s,2015-01-01,12.4,12.86,9.82,12.11,10.825035,18507900
p,2015-01-25,Royal Rumble
s,2015-02-01,12.13,17.55,11.81,16.44,14.695581,15528200
p,2015-02-22,Fastlane
s,2015-03-01,16.42,17.91,13.75,14.01,12.523429,18431800
p,2015-03-29,WrestleMania 31
s,2015-04-01,14.02,15.44,13.01,13.42,12.082803,15084500
p,2015-04-26,Extreme Rules
s,2015-05-01,13.77,14.4,13.15,14.3,12.875117,7587700
p,2015-05-17,Payback
p,2015-05-31,Elimination Chamber
s,2015-06-01,14.36,17.8,13.64,16.5,14.855904,10624600
p,2015-06-14,Money in the Bank
s,2015-07-01,16.59,20.5,15.4,19.57,17.753403,13366500
p,2015-07-04,The Beast in the East
p,2015-07-19,Battleground
s,2015-08-01,19.54,23.63,19.0,20.06,18.197914,14251300
p,2015-08-23,SummerSlam
s,2015-09-01,19.75,20.3,16.15,16.9,15.33125,12807200
p,2015-09-20,Night of Champions
s,2015-10-01,16.88,21.33,16.59,17.83,16.274817,12880700
p,2015-10-03,Live from Madison Square Garden
p,2015-10-25,Hell in a Cell
s,2015-11-01,17.77,17.91,16.13,16.99,15.508082,9585500
p,2015-11-22,Survivor Series
s,2015-12-01,17.08,19.26,15.52,17.84,16.28394,11721300
p,2015-12-13,TLC: Tables Ladders & Chairs
s,2016-01-01,17.44,18.42,15.78,17.9,16.460943,17243900
p,2016-01-24,Royal Rumble
s,2016-02-01,17.63,18.0,14.2,16.72,15.375808,13691400
p,2016-02-21,Fastlane
s,2016-03-01,16.82,18.93,16.68,17.66,16.24024,10944800
p,2016-03-12,Roadblock
s,2016-04-01,17.54,18.86,15.55,16.64,15.408015,12633900
p,2016-04-03,WrestleMania 32
p,2016-05-01,Payback
p,2016-05-22,Extreme Rules
s,2016-06-01,17.47,19.72,17.27,18.41,17.04697,9308900
p,2016-06-19,Money in the Bank
s,2016-07-01,18.48,21.19,17.8,19.75,18.413374,9230900
p,2016-07-24,Battleground
s,2016-08-01,19.75,21.47,18.87,20.77,19.364346,7802900
p,2016-08-21,SummerSlam
s,2016-09-01,20.81,21.55,19.12,21.3,19.858477,9143700
p,2016-09-11,Backlash
p,2016-09-25,Clash of Champions
s,2016-10-01,21.27,21.3,17.39,17.68,16.582867,10126800
p,2016-10-09,No Mercy
p,2016-10-30,Hell in a Cell
s,2016-11-01,17.74,19.09,16.77,18.78,17.614607,8215800
p,2016-11-20,Survivor Series
s,2016-12-01,18.84,20.29,18.15,18.4,17.258186,10275000
p,2016-12-04,TLC: Tables Ladders & Chairs
p,2016-12-18,Roadblock: End of the Line
s,2017-01-01,18.57,19.76,18.0,19.58,18.476208,10383800
p,2017-01-29,Royal Rumble
s,2017-02-01,19.74,23.14,19.12,20.98,19.797285,14208400
p,2017-02-12,Elimination Chamber
s,2017-03-01,21.27,22.72,20.09,22.22,20.967384,11889100
p,2017-03-05,Fastlane
s,2017-04-01,22.39,22.57,20.55,21.43,20.342405,14621600
p,2017-04-02,WrestleMania 33
p,2017-04-30,Payback
s,2017-05-01,21.57,21.6,19.12,20.41,19.374174,9303200
p,2017-05-21,Backlash
s,2017-06-01,20.44,21.07,20.09,20.37,19.336205,6848100
p,2017-06-04,Extreme Rules
p,2017-06-18,Money in the Bank
