type,date,data
s,2017-07-01,20.42,22.46,20.09,21.16,20.202831,13677400
p,2017-07-09,Great Balls of Fire
p,2017-07-23,Battleground
s,2017-08-01,21.22,21.84,20.56,21.8,20.81388,10070500
p,2017-08-20,SummerSlam
s,2017-09-01,21.8,23.57,21.49,23.55,22.48472,8247800
p,2017-09-24,No Mercy
s,2017-10-01,23.74,26.73,21.22,26.53,25.468458,14940300
p,2017-10-08,Hell in a Cell
p,2017-10-22,TLC: Tables Ladders & Chairs
s,2017-11-01,26.75,28.55,25.92,28.49,27.350035,13016500
p,2017-11-19,Survivor Series
s,2017-12-01,28.55,33.28,28.18,30.58,29.356407,16868100
p,2017-12-17,Clash of Champions
s,2018-01-01,30.77,35.85,30.61,35.35,34.063763,17453100
p,2018-01-28,Royal Rumble
s,2018-02-01,35.28,38.69,33.23,38.15,36.76189,19497000
p,2018-02-25,Elimination Chamber
s,2018-03-01,38.09,39.09,35.8,36.01,34.69975,16262200
p,2018-03-11,Fastlane
s,2018-04-01,35.94,40.64,34.69,39.79,38.46576,16291300
p,2018-04-08,WrestleMania 34
p,2018-04-27,Greatest Royal Rumble
s,2018-05-01,39.72,60.51,38.5,57.89,55.963383,38175100
p,2018-05-06,Backlash
s,2018-06-01,57.95,75.07,57.65,72.82,70.39651,24909400
p,2018-06-17,Money in the Bank
s,2018-07-01,72.22,85.93,71.66,79.11,76.62619,31645100
p,2018-07-15,Extreme Rules
s,2018-08-01,78.52,87.9,76.61,87.41,84.6656,19864800
p,2018-08-19,SummerSlam
s,2018-09-01,87.26,97.69,83.9,96.73,93.69299,16182100
p,2018-09-16,Hell in a Cell
s,2018-10-01,97.36,97.64,64.79,72.59,70.40906,34420700
p,2018-10-06,Super Show-Down
p,2018-10-28,Evolution
s,2018-11-01,72.4,77.22,58.5,73.96,71.73789,24415500
p,2018-11-02,Crown Jewel
p,2018-11-18,Survivor Series
s,2018-12-01,75.69,78.08,65.48,74.72,72.47506,20956200
p,2018-12-16,TLC: Tables Ladders & Chairs
s,2019-01-01,73.3,84.52,71.73,82.34,79.99593,18422800
p,2019-01-27,Royal Rumble
s,2019-02-01,82.4,89.63,74.5,83.7,81.31721,14716200
p,2019-02-17,Elimination Chamber
s,2019-03-01,84.33,93.68,80.16,86.78,84.30952,17959600
p,2019-03-10,Fastlane
s,2019-04-01,86.95,100.45,81.92,83.85,81.574745,37648500
p,2019-04-07,WrestleMania 35
s,2019-05-01,84.24,87.81,71.09,72.74,70.7662,21901000
p,2019-05-19,Money in the Bank
s,2019-06-01,72.75,78.44,71.09,72.21,70.250595,22680200
p,2019-06-07,Super ShowDown
p,2019-06-23,Stomping Grounds
s,2019-07-01,73.35,78.76,67.66,72.78,70.92174,28088600
p,2019-07-14,Extreme Rules
s,2019-08-01,72.87,75.87,63.04,71.43,69.6062,25895700
p,2019-08-11,SummerSlam
s,2019-09-01,70.74,76.44,68.46,71.15,69.33336,16544600
p,2019-09-15,Clash of Champions
s,2019-10-01,71.84,73.32,53.25,56.04,54.700428,28651800
p,2019-10-06,Hell in a Cell
p,2019-10-31,Crown Jewel
s,2019-11-01,56.05,62.61,52.69,62.02,60.537476,33481500
p,2019-11-24,Survivor Series
s,2019-12-01,62.03,65.9,60.0,64.87,63.319347,16841800
p,2019-12-15,TLC: Tables Ladders & Chairs
s,2020-01-01,65.42,67.53,45.1,48.88,47.802834,45171400
p,2020-01-26,Royal Rumble
s,2020-02-01,48.96,52.46,40.24,46.77,45.739334,64034200
p,2020-02-27,Super ShowDown
s,2020-03-01,47.0,47.82,29.1,33.93,33.182285,42064300
p,2020-03-08,Elimination Chamber
s,2020-04-01,33.25,46.98,32.33,44.47,43.625217,28887000
p,2020-04-04,WrestleMania 36
s,2020-05-01,43.5,46.94,40.4,46.27,45.391026,14505600
p,2020-05-10,Money in the Bank
s,2020-06-01,46.3,49.51,41.13,43.45,42.624596,15062300
p,2020-06-14,Backlash
s,2020-07-01,43.98,48.9,43.27,46.61,45.84978,13868700
p,2020-07-19,The Horror Show at Extreme Rules
s,2020-08-01,46.66,47.0,42.38,44.07,43.35122,10946500
p,2020-08-23,SummerSlam
p,2020-08-30,Payback
s,2020-09-01,44.0,45.49,37.88,40.47,39.809933,12250300
p,2020-09-27,Clash of Champions: Gold Rush
s,2020-10-01,40.84,41.87,35.44,36.36,35.870937,14834300
p,2020-10-25,Hell in a Cell
s,2020-11-01,36.91,43.43,36.16,43.04,42.46109,17800700
p,2020-11-22,Survivor Series
s,2020-12-01,43.51,49.11,43.12,48.05,47.403694,18010400
p,2020-12-20,Tables Ladders & Chairs (TLC)
s,2021-01-01,48.37,60.0,46.44,56.33,55.723446,21833200
p,2021-01-31,Royal Rumble
s,2021-02-01,57.09,58.28,45.87,49.4,48.868065,31210000
p,2021-02-21,Elimination Chamber
s,2021-03-01,50.23,61.32,50.06,54.26,53.67573,25946400
p,2021-03-21,Fastlane
s,2021-04-01,54.53,58.5,53.77,55.11,54.629066,14342800
p,2021-04-10,WrestleMania 37
s,2021-05-01,55.45,58.35,51.79,55.84,55.35269,13216900
p,2021-05-16,WrestleMania Backlash
s,2021-06-01,56.16,70.72,54.34,57.89,57.384804,24960500
p,2021-06-20,Hell in a Cell
s,2021-07-01,58.0,58.49,47.53,49.38,49.04316,14435500
p,2021-07-18,Money in the Bank
s,2021-08-01,49.56,52.41,46.81,52.11,51.754536,11663500
p,2021-08-21,SummerSlam
s,2021-09-01,52.33,57.1,49.41,56.26,55.87623,12344100
p,2021-09-26,Extreme Rules
s,2021-10-01,56.71,61.66,56.23,61.09,60.80846,9335800
p,2021-10-21,Crown Jewel
s,2021-11-01,61.58,62.29,49.18,49.36,49.13252,13620800
p,2021-11-21,Survivor Series
s,2021-12-01,49.8,50.9,46.91,49.34,49.112614,10600600
p,2022-01-01,Day 1
p,2022-01-29,Royal Rumble
s,2022-02-01,50.11,60.58,47.72,59.26,59.134357,15491900
p,2022-02-19,Elimination Chamber
s,2022-03-01,59.42,63.71,54.66,62.44,62.307617,15325900
s,2022-04-01,62.39,63.5,59.04,59.86,59.86,5188600
