Date,Open,High,Low,Close,Adj Close,Volume
2021-09-13,52.320000,54.160000,51.660000,53.980000,53.611778,801000
2021-09-14,54.119999,54.570000,53.450001,54.020000,53.771046,756100
2021-09-15,53.880001,55.189999,53.830002,55.080002,54.826160,1303700
2021-09-16,54.889999,55.259998,52.720001,55.000000,54.746525,678400
2021-09-17,55.500000,56.230000,55.000000,55.090000,54.836113,1028300
2021-09-20,54.320000,54.820000,53.770000,54.770000,54.517590,670800
2021-09-21,55.000000,56.169998,54.750000,55.709999,55.453255,532000
2021-09-22,56.130001,56.189999,54.869999,55.380001,55.124779,329300
2021-09-23,55.310001,56.090000,55.150002,55.779999,55.522934,317300
2021-09-24,55.709999,56.060001,55.250000,55.959999,55.702103,536400
2021-09-27,56.000000,56.619999,55.709999,56.029999,55.771778,429500
2021-09-28,55.970001,56.189999,55.349998,55.590000,55.333809,371700
2021-09-29,56.389999,57.099998,55.709999,56.090000,55.831505,394200
2021-09-30,56.340000,57.000000,55.799999,56.259998,56.000721,272600
2021-10-01,56.709999,57.970001,56.230000,57.650002,57.384315,676200
2021-10-04,57.470001,57.980000,57.130001,57.580002,57.314640,348200
2021-10-05,57.680000,58.349998,57.529999,57.939999,57.672977,809500
2021-10-06,57.590000,58.349998,57.320000,58.279999,58.011410,348800
2021-10-07,58.810001,59.369999,58.230000,58.240002,57.971596,898300
2021-10-08,58.590000,59.790001,58.389999,58.820000,58.548920,315400
2021-10-11,59.000000,59.000000,57.869999,58.279999,58.011410,264400
2021-10-12,58.240002,59.310001,57.849998,59.220001,58.947083,353000
2021-10-13,59.230000,60.299999,58.830002,58.880001,58.608646,475000
2021-10-14,59.139999,59.669998,58.619999,59.480000,59.205883,181500
2021-10-15,59.849998,60.150002,59.459999,59.490002,59.215836,355900
2021-10-18,59.520000,60.139999,59.290001,59.700001,59.424870,383300
2021-10-19,60.250000,60.990002,59.830002,59.970001,59.693623,291800
2021-10-20,59.990002,60.480000,59.520000,60.270000,59.992241,209600
2021-10-21,60.180000,60.730000,59.959999,60.240002,59.962379,226400
2021-10-22,60.169998,60.509998,59.570000,60.049999,59.773254,285400
2021-10-25,60.000000,60.330002,59.330002,60.290001,60.012150,473500
2021-10-26,60.419998,60.880001,59.349998,60.580002,60.300816,687400
2021-10-27,60.180000,60.980000,59.490002,59.860001,59.584129,964800
2021-10-28,59.799999,61.310001,59.790001,61.270000,60.987633,435800
2021-10-29,61.000000,61.660000,60.549999,61.090000,60.808460,351600
2021-11-01,61.580002,62.150002,61.389999,61.820000,61.535095,478700
2021-11-02,62.080002,62.080002,61.040001,61.790001,61.505238,688300
2021-11-03,61.730000,62.290001,60.669998,60.939999,60.659149,566200
2021-11-04,61.000000,61.299999,60.340000,60.340000,60.061920,537500
2021-11-05,59.060001,61.299999,56.430000,58.660000,58.389660,1037100
2021-11-08,58.790001,59.060001,57.099998,59.029999,58.757954,1368900
2021-11-09,59.130001,59.310001,56.750000,56.790001,56.528278,726600
2021-11-10,56.639999,57.099998,55.169998,55.290001,55.035191,616400
2021-11-11,55.400002,56.310001,54.919998,55.779999,55.522934,447800
2021-11-12,55.860001,56.740002,55.540001,55.910000,55.652336,607400
2021-11-15,55.980000,57.189999,55.950001,56.150002,55.891232,462100
2021-11-16,55.869999,56.299999,54.750000,56.230000,55.970856,526400
2021-11-17,56.209999,56.220001,53.860001,53.880001,53.631691,555200
2021-11-18,53.799999,53.860001,52.880001,53.330002,53.084225,591500
2021-11-19,53.299999,53.900002,52.619999,52.660000,52.417313,432800
2021-11-22,52.540001,52.540001,51.029999,51.200001,50.964043,812100
2021-11-23,51.540001,52.599998,50.700001,52.500000,52.258049,577800
2021-11-24,52.400002,53.119999,51.619999,53.080002,52.835381,472000
2021-11-26,51.599998,52.290001,51.169998,51.369999,51.133255,461200
2021-11-29,51.529999,51.990002,50.590000,50.799999,50.565884,707300
2021-11-30,50.310001,50.570000,49.180000,49.360001,49.132519,947500
2021-12-01,49.799999,50.639999,47.660000,47.709999,47.490124,629800
2021-12-02,47.810001,49.779999,47.259998,49.130001,48.903584,1097000
2021-12-03,49.509998,49.759998,48.340000,49.419998,49.192242,516400
2021-12-06,50.060001,50.169998,48.930000,49.340000,49.112614,755800
2021-12-07,49.840000,50.689999,49.450001,49.759998,49.530674,491900
2021-12-08,49.959999,50.900002,49.580002,49.759998,49.530674,452000
2021-12-09,49.310001,50.320000,48.680000,48.709999,48.485512,380100
2021-12-10,49.389999,49.700001,48.790001,49.119999,48.893623,315000
2021-12-13,48.660000,48.689999,47.750000,48.119999,47.898232,434000
2021-12-14,47.700001,48.619999,47.360001,47.540001,47.439209,576800
2021-12-15,47.470001,48.669998,47.099998,48.259998,48.157681,434300
2021-12-16,48.450001,48.820000,47.310001,47.599998,47.499081,461800
2021-12-17,47.590000,48.389999,46.910000,48.160000,48.057896,709600
2021-12-20,47.599998,48.410000,47.000000,47.779999,47.678699,574000
2021-12-21,47.959999,48.730000,47.259998,47.590000,47.489101,429500
2021-12-22,47.700001,48.590000,47.500000,47.750000,47.648762,293600
2021-12-23,47.910000,48.759998,47.790001,48.360001,48.257469,301400
2021-12-27,48.419998,49.099998,48.009998,48.689999,48.586769,280100
2021-12-28,48.500000,49.580002,48.500000,48.970001,48.866177,316500
2021-12-29,48.939999,49.709999,48.509998,49.509998,49.405029,426300
2021-12-30,49.689999,50.369999,48.810001,48.980000,48.876156,330200
2021-12-31,48.790001,49.580002,48.669998,49.340000,49.235394,394500
2022-01-03,49.650002,50.750000,49.470001,49.860001,49.754292,456000
2022-01-04,49.759998,51.259998,49.279999,50.520000,50.412891,820000
2022-01-05,49.939999,50.950001,48.520000,48.669998,48.566811,737200
2022-01-06,48.560001,49.349998,47.860001,49.020000,48.916073,372600
2022-01-07,49.189999,50.369999,49.180000,50.020000,49.913952,399800
2022-01-10,49.799999,51.259998,49.270000,51.160000,51.051533,497200
2022-01-11,51.200001,52.080002,50.500000,51.540001,51.430729,400500
2022-01-12,51.680000,51.680000,50.110001,51.119999,51.011616,586200
2022-01-13,51.410000,52.799999,51.220001,52.380001,52.268948,441300
2022-01-14,51.810001,53.200001,51.279999,53.169998,53.057270,488700
2022-01-18,53.459999,53.660000,51.790001,52.450001,52.338799,569300
2022-01-19,52.410000,52.689999,51.270000,51.419998,51.310982,736300
2022-01-20,51.630001,52.400002,50.389999,50.500000,50.392933,694100
2022-01-21,50.240002,50.290001,49.320000,49.650002,49.544735,551200
2022-01-24,49.099998,50.209999,47.910000,50.000000,49.893993,664900
2022-01-25,49.619999,49.619999,48.009998,49.049999,48.946007,421300
2022-01-26,49.590000,50.310001,48.410000,48.549999,48.447067,612600
2022-01-27,49.070000,50.380001,48.639999,48.830002,48.726475,545600
2022-01-28,48.590000,49.310001,47.709999,48.700001,48.596748,377200
2022-01-31,48.520000,50.220001,48.520000,49.939999,49.834118,559700
2022-02-01,50.110001,50.430000,49.209999,49.970001,49.864059,737700
2022-02-02,50.459999,50.459999,49.080002,49.419998,49.315220,470600
2022-02-03,49.180000,49.619999,47.720001,47.810001,47.708637,650700
2022-02-04,50.919998,53.130001,49.919998,51.709999,51.600368,1528200
2022-02-07,51.490002,52.619999,51.180000,52.580002,52.468525,607700
2022-02-08,52.439999,53.560001,51.970001,52.740002,52.628185,540100
2022-02-09,52.790001,55.299999,52.790001,54.970001,54.853458,749100
2022-02-10,54.779999,56.599998,54.689999,55.330002,55.212696,640200
2022-02-11,55.110001,56.900002,55.029999,55.700001,55.581909,522000
2022-02-14,55.509998,56.529999,55.509998,56.040001,55.921188,708400
2022-02-15,56.259998,58.669998,56.259998,58.290001,58.166420,1425200
2022-02-16,57.669998,58.220001,57.139999,57.450001,57.328197,1000600
2022-02-17,56.910000,59.200001,56.720001,58.630001,58.505699,1089100
2022-02-18,58.580002,60.580002,57.799999,58.549999,58.425865,1078200
2022-02-22,57.910000,58.849998,57.430000,57.790001,57.667477,537300
2022-02-23,57.959999,58.410000,57.259998,57.580002,57.457924,544900
2022-02-24,56.360001,58.650002,55.990002,58.290001,58.166420,1061400
2022-02-25,57.840000,59.099998,57.209999,58.599998,58.475758,603200
2022-02-28,58.419998,59.529999,57.810001,59.259998,59.134357,997300
2022-03-01,59.419998,60.230000,58.880001,59.349998,59.224167,717800
2022-03-02,59.810001,60.840000,59.459999,60.480000,60.351772,714700
2022-03-03,60.619999,60.619999,59.230000,59.720001,59.593388,449300
2022-03-04,59.150002,59.320000,57.430000,58.689999,58.565567,618300
2022-03-07,58.189999,58.400002,56.720001,57.529999,57.408028,781600
2022-03-08,57.230000,58.230000,56.669998,56.689999,56.569809,647100
2022-03-09,57.590000,57.720001,56.360001,56.529999,56.410149,338400
2022-03-10,56.250000,57.320000,55.849998,57.080002,56.958984,428300
2022-03-11,57.130001,57.360001,56.310001,56.599998,56.480000,412100
2022-03-14,56.380001,56.740002,55.450001,55.959999,55.959999,987800
2022-03-15,56.009998,56.299999,54.660000,55.959999,55.959999,788300
2022-03-16,56.119999,58.330002,56.119999,58.230000,58.230000,1130400
